Timestamp,Time,Date,DateTime,Occupants,Temperature,Humidity,Pressure ,Luminance,I1,I2,I3,Ap_P1,Ap_P2,Ap_P3,V1,V2,V3,AC_P1,AC_P2,AC_P3,RE_P1,RE_P2,RE_P3,PF1,PF2,PF3,PA1,PA2,PA3,F,DU,PM1,PM25,PM10,CO2,TVOC,CO,NO2,NH3,C3H8,C4H10,CH4,H2,C2H50H,B,temp,feelslike,dew,humidity,precip,windgust,windspeed,winddir,sealevelpressure,cloudcover,solarradiation,uvindex,Thermal Sensation 1,Body Temperature 1,Metabolic Rate 1,BMI 1,CLO 1,Thermal Sensation 2,Body Temperature,Metabolic Rate 2,BMI 2,CLO 2,Thermal Sensation 3,Body Temperature 3,Metabolic Rate 3,BMI 3,CLO 3,Thermal Sensation 4,Body Temperature 4,Metabolic Rate 4,BMI 4,CLO 4
1.67E+12,0:11:00,08/11/2022,08/11/2022 0:11,0,23.66,50.44,954.6,0,0.14,0,0,0.02,0,0,214.95,0.17,0.12,8.91,0,0,8.47,0,0,4,0,0,0.95,0.95,0.95,49.94,0,29,41,50,2022,787,4,0,1,472,382,631,1,2,0,14.88,14.88,6.05,55.5,0,7.2,7.6,7.9,1018,5,0,0,-1,33.8,0.98,18.06972789,0.6,0,31.6,1.05,26.27728508,1.06,-1,30.1,0.98,30.69387755,0.73,-1,34,1.05,17.35891933,0.61
1.67E+12,0:12:00,08/11/2022,08/11/2022 0:12,0,23.58,50.4,954.58,0,0.14,0,0,0.02,0,0,214.97,0.17,0.12,8.92,0,0,8.47,0,0,4,0,0,0.95,0.95,0.95,49.94,0,31,46,55,2031,803,4,0,1,510,292,631,1,2,0,14.88,14.88,6.04,55.46,0,7.2,7.6,7.92,1018,5,0,0,-1,33.8,0.98,18.06972789,0.6,0,31.6,1.05,26.27728508,1.06,-1,30.1,0.98,30.69387755,0.73,-1,34,1.05,17.35891933,0.61
1.67E+12,0:13:00,08/11/2022,08/11/2022 0:13,0,23.54,50.78,954.6,0,0.14,0,0,0.02,0,0,214.98,0.17,0.12,8.92,0,0,8.47,0,0,3.5,0,0,0.95,0.95,0.95,49.94,0,31,46,55,2031,803,4,0,1,570,349,631,1,2,0,14.88,14.88,6.03,55.41,0,7.2,7.6,7.94,1018,5,0,0,-1,33.8,0.98,18.06972789,0.6,0,31.6,1.05,26.27728508,1.06,-1,30.1,0.98,30.69387755,0.73,-1,34,1.05,17.35891933,0.61
1.67E+12,0:14:00,08/11/2022,08/11/2022 0:14,0,23.54,50.57,954.6,0,0.14,0,0,0.02,0,0,215,0.17,0.12,8.92,0,0,8.48,0,0,3,0,0,0.95,0.95,0.95,49.94,0,30,44,54,2031,803,4,0,1,684,410,631,1,2,0,14.88,14.88,6.01,55.37,0,7.2,7.6,7.96,1018,5,0,0,-1,33.8,0.98,18.06972789,0.6,0,31.6,1.05,26.27728508,1.06,-1,30.1,0.98,30.69387755,0.73,-1,34,1.05,17.35891933,0.61
1.67E+12,0:15:00,08/11/2022,08/11/2022 0:15,0,23.66,50.47,954.6,0,0.14,0,0,0.02,0,0,215.02,0.17,0.12,8.93,0,0,8.48,0,0,3,0,0,0.95,0.95,0.95,49.94,0,31,43,53,2036,813,4,0,1,474,491,631,1,2,0,14.88,14.88,6,55.32,0,7.2,7.6,7.98,1018,5,0,0,-1,33.8,0.98,18.06972789,0.6,0,31.6,1.05,26.27728508,1.06,-1,30.1,0.98,30.69387755,0.73,-1,34,1.05,17.35891933,0.61
1.67E+12,0:16:00,08/11/2022,08/11/2022 0:16,0,23.69,50.44,954.59,0,0.14,0,0,0.02,0,0,215.03,0.17,0.12,8.93,0,0,8.48,0,0,3,0,0,0.95,0.95,0.95,49.94,0,30,46,56,2036,813,4,0,1,494,571,631,1,2,0,14.87,14.87,5.99,55.28,0,7.2,7.6,7.99,1018,5,0,0,-1,33.8,0.98,18.06972789,0.6,0,31.6,1.05,26.27728508,1.06,-1,30.1,0.98,30.69387755,0.73,-1,34,1.05,17.35891933,0.61
1.67E+12,0:17:00,08/11/2022,08/11/2022 0:17,0,23.66,50.29,954.61,0,0.14,0,0,0.02,0,0,215.05,0.17,0.12,8.93,0,0,8.49,0,0,3,0,0,0.95,0.95,0.95,49.95,0,30,43,52,2036,813,4,0,1,732,367,631,1,2,0,14.87,14.87,5.97,55.23,0,7.2,7.6,8.01,1018,5,0,0,-1,33.8,0.98,18.06972789,0.6,0,31.6,1.05,26.27728508,1.06,-1,30.1,0.98,30.69387755,0.73,-1,34,1.05,17.35891933,0.61
1.67E+12,0:18:00,08/11/2022,08/11/2022 0:18,0,23.61,50.33,954.62,0,0.14,0,0,0.02,0,0,215.07,0.17,0.12,8.94,0,0,8.49,0,0,3.25,0,0,0.95,0.95,0.95,49.95,0,30,43,52,2052,829,4,0,1,570,487,631,1,2,0,14.87,14.87,5.96,55.19,0,7.2,7.6,8.03,1018,5,0,0,-1,33.8,0.98,18.06972789,0.6,0,31.6,1.05,26.27728508,1.06,-1,30.1,0.98,30.69387755,0.73,-1,34,1.05,17.35891933,0.61
1.67E+12,0:19:00,08/11/2022,08/11/2022 0:19,0,23.51,50.68,954.61,0,0.14,0,0,0.02,0,0,215.08,0.17,0.12,8.94,0,0,8.49,0,0,3.5,0,0,0.95,0.95,0.95,49.95,0,31,45,56,2052,829,4,0,1,518,337,631,1,2,0,14.87,14.87,5.95,55.14,0,7.2,7.6,8.05,1018,5,0,0,-1,33.8,0.98,18.06972789,0.6,0,31.6,1.05,26.27728508,1.06,-1,30.1,0.98,30.69387755,0.73,-1,34,1.05,17.35891933,0.61
1.67E+12,0:20:00,08/11/2022,08/11/2022 0:20,0,23.6,50.33,954.64,0,0.14,0,0,0.02,0,0,215.1,0.17,0.12,8.94,0,0,8.49,0,0,4,0,0,0.95,0.95,0.95,49.95,0,30,44,56,2060,843,4,0,1,641,474,631,1,2,0,14.87,14.87,5.93,55.1,0,7.2,7.6,8.07,1018,5,0,0,-1,33.8,0.98,18.06972789,0.6,0,31.6,1.05,26.27728508,1.06,-1,30.1,0.98,30.69387755,0.73,-1,34,1.05,17.35891933,0.61
1.67E+12,0:21:00,08/11/2022,08/11/2022 0:21,0,23.69,50.46,954.63,0,0.14,0,0,0.02,0,0,215.12,0.17,0.12,8.94,0,0,8.5,0,0,4,0,0,0.95,0.95,0.95,49.95,0,31,44,52,2052,829,4,0,1,719,512,631,1,2,0,14.87,14.87,5.92,55.06,0,7.2,7.6,8.09,1018,5,0,0,-1,33.8,0.98,18.06972789,0.6,0,31.6,1.05,26.27728508,1.06,-1,30.1,0.98,30.69387755,0.73,-1,34,1.05,17.35891933,0.61
1.67E+12,0:22:00,08/11/2022,08/11/2022 0:22,0,23.69,50.34,954.66,0,0.14,0,0,0.02,0,0,215.13,0.17,0.12,8.95,0,0,8.5,0,0,3.75,0,0,0.95,0.95,0.95,49.95,0,30,44,52,2060,843,4,0,1,758,335,631,1,2,0,14.86,14.86,5.91,55.01,0,7.2,7.6,8.1,1018,5,0,0,-1,33.8,0.98,18.06972789,0.6,0,31.6,1.05,26.27728508,1.06,-1,30.1,0.98,30.69387755,0.73,-1,34,1.05,17.35891933,0.61
1.67E+12,0:23:00,08/11/2022,08/11/2022 0:23,0,23.64,50.48,954.66,0,0.14,0,0,0.02,0,0,215.15,0.17,0.12,8.95,0,0,8.5,0,0,3.5,0,0,0.95,0.95,0.95,49.95,0,31,43,52,2052,829,4,0,1,599,398,631,1,2,0,14.86,14.86,5.89,54.97,0,7.2,7.6,8.12,1018,5,0,0,-1,33.8,0.98,18.06972789,0.6,0,31.6,1.05,26.27728508,1.06,-1,30.1,0.98,30.69387755,0.73,-1,34,1.05,17.35891933,0.61
1.67E+12,0:24:00,08/11/2022,08/11/2022 0:24,0,23.57,50.51,954.62,0,0.14,0,0,0.02,0,0,215.17,0.17,0.12,8.95,0,0,8.51,0,0,3,0,0,0.95,0.95,0.95,49.95,0,30,44,55,2060,843,4,0,1,756,338,631,1,2,0,14.86,14.86,5.88,54.92,0,7.2,7.6,8.14,1018,5,0,0,-1,33.8,0.98,18.06972789,0.6,0,31.6,1.05,26.27728508,1.06,-1,30.1,0.98,30.69387755,0.73,-1,34,1.05,17.35891933,0.61
1.67E+12,0:25:00,08/11/2022,08/11/2022 0:25,0,23.55,50.63,954.62,0,0.14,0,0,0.02,0,0,215.18,0.17,0.12,8.96,0,0,8.51,0,0,3.5,0,0,0.95,0.95,0.95,49.95,0,30,46,57,2060,843,4,0,1,418,505,631,1,2,0,14.86,14.86,5.87,54.88,0,7.2,7.6,8.16,1018,5,0,0,-1,33.8,0.98,18.06972789,0.6,0,31.6,1.05,26.27728508,1.06,-1,30.1,0.98,30.69387755,0.73,-1,34,1.05,17.35891933,0.61
1.67E+12,0:26:00,08/11/2022,08/11/2022 0:26,0,23.54,50.7,954.64,0,0.14,0,0,0.02,0,0,215.2,0.17,0.12,8.96,0,0,8.51,0,0,4,0,0,0.95,0.95,0.95,49.95,0,31,45,55,2068,857,4,0,1,435,432,631,1,2,0,14.86,14.86,5.85,54.83,0,7.2,7.6,8.18,1018,5,0,0,-1,33.8,0.98,18.06972789,0.6,0,31.6,1.05,26.27728508,1.06,-1,30.1,0.98,30.69387755,0.73,-1,34,1.05,17.35891933,0.61
1.67E+12,0:27:00,08/11/2022,08/11/2022 0:27,0,23.55,50.6,954.64,0,0.14,0,0,0.02,0,0,215.22,0.17,0.12,8.96,0,0,8.51,0,0,4,0,0,0.95,0.95,0.95,49.95,0,31,44,53,2068,857,4,0,1,651,402,631,1,2,0,14.86,14.86,5.84,54.79,0,7.2,7.6,8.2,1018,5,0,0,-1,33.8,0.98,18.06972789,0.6,0,31.6,1.05,26.27728508,1.06,-1,30.1,0.98,30.69387755,0.73,-1,34,1.05,17.35891933,0.61
1.67E+12,0:28:00,08/11/2022,08/11/2022 0:28,0,23.6,50.47,954.63,0,0.14,0,0,0.02,0,0,215.23,0.17,0.12,8.96,0,0,8.52,0,0,4,0,0,0.95,0.95,0.95,49.95,0,31,45,55,2060,843,4,0,1,577,317,631,1,2,0,14.85,14.85,5.83,54.74,0,7.2,7.6,8.21,1018,5,0,0,-1,33.8,0.98,18.06972789,0.6,0,31.6,1.05,26.27728508,1.06,-1,30.1,0.98,30.69387755,0.73,-1,34,1.05,17.35891933,0.61
1.67E+12,0:29:00,08/11/2022,08/11/2022 0:29,0,23.61,50.38,954.64,0,0.14,0,0,0.02,0,0,215.25,0.17,0.12,8.97,0,0,8.52,0,0,4,0,0,0.95,0.95,0.95,49.95,0,31,45,57,2068,857,4,0,1,599,315,631,1,2,0,14.85,14.85,5.81,54.7,0,7.2,7.6,8.23,1018,5,0,0,-1,33.8,0.98,18.06972789,0.6,0,31.6,1.05,26.27728508,1.06,-1,30.1,0.98,30.69387755,0.73,-1,34,1.05,17.35891933,0.61
1.67E+12,0:30:00,08/11/2022,08/11/2022 0:30,0,23.56,50.42,954.6,0,0.14,0,0,0.02,0,0,215.27,0.17,0.12,8.97,0,0,8.52,0,0,4,0,0,0.95,0.95,0.95,49.95,0,31,45,57,2068,857,4,0,1,698,367,631,1,2,0,14.85,14.85,5.8,54.66,0,7.2,7.6,8.25,1018,5,0,0,-1,33.8,0.98,18.06972789,0.6,0,31.6,1.05,26.27728508,1.06,-1,30.1,0.98,30.69387755,0.73,-1,34,1.05,17.35891933,0.61
1.67E+12,0:31:00,08/11/2022,08/11/2022 0:31,0,23.54,50.55,954.61,0,0.14,0,0,0.02,0,0,215.28,0.17,0.12,8.97,0,0,8.52,0,0,4,0,0,0.95,0.95,0.95,49.95,0,31,44,54,2074,870,4,0,1,501,473,631,1,2,0,14.85,14.85,5.79,54.61,0,7.2,7.6,8.27,1018,5,0,0,-1,33.8,0.98,18.06972789,0.6,0,31.6,1.05,26.27728508,1.06,-1,30.1,0.98,30.69387755,0.73,-1,34,1.05,17.35891933,0.61
1.67E+12,0:32:00,08/11/2022,08/11/2022 0:32,0,23.52,50.62,954.61,0,0.14,0,0,0.02,0,0,215.3,0.17,0.12,8.98,0,0,8.53,0,0,3.5,0,0,0.95,0.95,0.95,49.95,0,30,44,56,2074,870,4,0,1,536,371,631,1,2,0,14.85,14.85,5.77,54.57,0,7.2,7.6,8.29,1018,5,0,0,-1,33.8,0.98,18.06972789,0.6,0,31.6,1.05,26.27728508,1.06,-1,30.1,0.98,30.69387755,0.73,-1,34,1.05,17.35891933,0.61
1.67E+12,0:33:00,08/11/2022,08/11/2022 0:33,0,23.55,50.57,954.61,0,0.14,0,0,0.02,0,0,215.32,0.17,0.12,8.98,0,0,8.53,0,0,3,0,0,0.95,0.95,0.95,49.95,0,31,45,55,2074,870,4,0,1,699,423,631,1,2,0,14.85,14.85,5.76,54.52,0,7.2,7.6,8.31,1018,5,0,0,-1,33.8,0.98,18.06972789,0.6,0,31.6,1.05,26.27728508,1.06,-1,30.1,0.98,30.69387755,0.73,-1,34,1.05,17.35891933,0.61
1.67E+12,0:34:00,08/11/2022,08/11/2022 0:34,0,23.67,50.23,954.58,0,0.14,0,0,0.02,0,0,215.33,0.17,0.12,8.98,0,0,8.53,0,0,3,0,0,0.95,0.95,0.95,49.95,0,30,43,52,2082,886,4,0,1,537,364,631,1,2,0,14.84,14.84,5.75,54.48,0,7.2,7.6,8.32,1018,5,0,0,-1,33.8,0.98,18.06972789,0.6,0,31.6,1.05,26.27728508,1.06,-1,30.1,0.98,30.69387755,0.73,-1,34,1.05,17.35891933,0.61
1.67E+12,0:35:00,08/11/2022,08/11/2022 0:35,0,23.68,50.25,954.59,0,0.14,0,0,0.02,0,0,215.35,0.17,0.12,8.98,0,0,8.54,0,0,3,0,0,0.95,0.95,0.95,49.95,0,31,46,55,2074,870,4,0,1,557,440,631,1,2,0,14.84,14.84,5.73,54.43,0,7.2,7.6,8.34,1018,5,0,0,-1,33.8,0.98,18.06972789,0.6,0,31.6,1.05,26.27728508,1.06,-1,30.1,0.98,30.69387755,0.73,-1,34,1.05,17.35891933,0.61
1.67E+12,0:36:00,08/11/2022,08/11/2022 0:36,0,23.68,50.12,954.59,0,0.14,0,0,0.02,0,0,215.37,0.17,0.12,8.99,0,0,8.54,0,0,3,0,0,0.95,0.95,0.95,49.95,0,30,44,52,2074,870,4,0,1,637,323,631,1,2,0,14.84,14.84,5.72,54.39,0,7.2,7.6,8.36,1018,5,0,0,-1,33.8,0.98,18.06972789,0.6,0,31.6,1.05,26.27728508,1.06,-1,30.1,0.98,30.69387755,0.73,-1,34,1.05,17.35891933,0.61
1.67E+12,0:37:00,08/11/2022,08/11/2022 0:37,0,23.53,50.67,954.58,0,0.14,0,0,0.02,0,0,215.38,0.17,0.12,8.99,0,0,8.54,0,0,3,0,0,0.95,0.95,0.95,49.95,0,32,46,56,2074,870,4,0,1,626,477,631,1,2,0,14.84,14.84,5.71,54.34,0,7.2,7.6,8.38,1018,5,0,0,-1,33.8,0.98,18.06972789,0.6,0,31.6,1.05,26.27728508,1.06,-1,30.1,0.98,30.69387755,0.73,-1,34,1.05,17.35891933,0.61
1.67E+12,0:38:00,08/11/2022,08/11/2022 0:38,0,23.54,50.55,954.64,0,0.14,0,0,0.02,0,0,215.4,0.17,0.12,8.99,0,0,8.54,0,0,3,0,0,0.95,0.95,0.95,49.95,0,31,45,55,2074,870,4,0,1,550,446,631,1,2,0,14.84,14.84,5.69,54.3,0,7.2,7.6,8.4,1018,5,0,0,-1,33.8,0.98,18.06972789,0.6,0,31.6,1.05,26.27728508,1.06,-1,30.1,0.98,30.69387755,0.73,-1,34,1.05,17.35891933,0.61
1.67E+12,0:39:00,08/11/2022,08/11/2022 0:39,0,23.5,50.62,954.58,0,0.14,0,0,0.02,0,0,215.42,0.17,0.12,9,0,0,8.55,0,0,3,0,0,0.95,0.95,0.95,49.95,0,32,47,59,2074,870,4,0,1,360,475,631,1,2,0,14.84,14.84,5.68,54.25,0,7.2,7.6,8.42,1018,5,0,0,-1,33.8,0.98,18.06972789,0.6,0,31.6,1.05,26.27728508,1.06,-1,30.1,0.98,30.69387755,0.73,-1,34,1.05,17.35891933,0.61
1.67E+12,0:40:00,08/11/2022,08/11/2022 0:40,0,23.59,50.41,954.56,0,0.14,0,0,0.02,0,0,215.43,0.17,0.12,9,0,0,8.55,0,0,3,0,0,0.95,0.95,0.95,49.95,0,31,46,57,2074,870,4,0,1,718,540,631,1,2,0,14.83,14.83,5.67,54.21,0,7.2,7.6,8.43,1018,5,0,0,-1,33.8,0.98,18.06972789,0.6,0,31.6,1.05,26.27728508,1.06,-1,30.1,0.98,30.69387755,0.73,-1,34,1.05,17.35891933,0.61
1.67E+12,0:41:00,08/11/2022,08/11/2022 0:41,0,23.63,50.28,954.61,0,0.14,0,0,0.02,0,0,215.45,0.17,0.12,9,0,0,8.55,0,0,3,0,0,0.95,0.95,0.95,49.95,0,32,46,56,2074,870,4,0,1,570,470,631,1,2,0,14.83,14.83,5.65,54.17,0,7.2,7.6,8.45,1018,5,0,0,-1,33.8,0.98,18.06972789,0.6,0,31.6,1.05,26.27728508,1.06,-1,30.1,0.98,30.69387755,0.73,-1,34,1.05,17.35891933,0.61
1.67E+12,0:42:00,08/11/2022,08/11/2022 0:42,0,23.55,50.46,954.63,0,0.14,0,0,0.02,0,0,215.47,0.17,0.12,9.01,0,0,8.56,0,0,3,0,0,0.95,0.95,0.95,49.95,0,31,46,55,2074,870,4,0,1,497,390,631,1,2,0,14.83,14.83,5.64,54.12,0,7.2,7.6,8.47,1018,5,0,0,-1,33.8,0.98,18.06972789,0.6,0,31.6,1.05,26.27728508,1.06,-1,30.1,0.98,30.69387755,0.73,-1,34,1.05,17.35891933,0.61
1.67E+12,0:43:00,08/11/2022,08/11/2022 0:43,0,23.49,50.56,954.63,0,0.14,0,0,0.02,0,0,215.48,0.17,0.12,9.01,0,0,8.56,0,0,3,0,0,0.95,0.95,0.95,49.95,0,31,45,54,2074,870,4,0,1,879,353,631,1,2,0,14.83,14.83,5.63,54.08,0,7.2,7.6,8.49,1018,5,0,0,-1,33.8,0.98,18.06972789,0.6,0,31.6,1.05,26.27728508,1.06,-1,30.1,0.98,30.69387755,0.73,-1,34,1.05,17.35891933,0.61
1.67E+12,0:44:00,08/11/2022,08/11/2022 0:44,0,23.48,50.67,954.62,0,0.14,0,0,0.02,0,0,215.5,0.17,0.12,9.01,0,0,8.56,0,0,3,0,0,0.95,0.95,0.95,49.95,0,33,46,57,2082,886,4,0,1,438,357,631,1,2,0,14.83,14.83,5.61,54.03,0,7.2,7.6,8.51,1018,5,0,0,-1,33.8,0.98,18.06972789,0.6,0,31.6,1.05,26.27728508,1.06,-1,30.1,0.98,30.69387755,0.73,-1,34,1.05,17.35891933,0.61
1.67E+12,0:45:00,08/11/2022,08/11/2022 0:45,0,23.52,50.48,954.61,0,0.14,0,0,0.02,0,0,215.52,0.17,0.12,9.01,0,0,8.56,0,0,4,0,0,0.95,0.95,0.95,49.95,0,33,46,57,2074,870,4,0,1,450,359,631,1,2,0,14.83,14.83,5.6,53.99,0,7.2,7.6,8.53,1018,5,0,0,-1,33.8,0.98,18.06972789,0.6,0,31.6,1.05,26.27728508,1.06,-1,30.1,0.98,30.69387755,0.73,-1,34,1.05,17.35891933,0.61
1.67E+12,0:46:00,08/11/2022,08/11/2022 0:46,0,23.62,50.27,954.65,0,0.14,0,0,0.02,0,0,215.53,0.17,0.12,9.02,0,0,8.57,0,0,4,0,0,0.95,0.95,0.95,49.95,0,32,48,61,2074,870,4,0,1,518,406,631,1,2,0,14.82,14.82,5.59,53.94,0,7.2,7.6,8.54,1018,5,0,0,-1,33.8,0.98,18.06972789,0.6,0,31.6,1.05,26.27728508,1.06,-1,30.1,0.98,30.69387755,0.73,-1,34,1.05,17.35891933,0.61
1.67E+12,0:47:00,08/11/2022,08/11/2022 0:47,0,23.62,50.29,954.64,0,0.14,0,0,0.02,0,0,215.55,0.17,0.12,9.02,0,0,8.57,0,0,4,0,0,0.95,0.95,0.95,49.95,0,32,46,58,2074,870,4,0,1,669,312,631,1,2,0,14.82,14.82,5.57,53.9,0,7.2,7.6,8.56,1018,5,0,0,-1,33.8,0.98,18.06972789,0.6,0,31.6,1.05,26.27728508,1.06,-1,30.1,0.98,30.69387755,0.73,-1,34,1.05,17.35891933,0.61
1.67E+12,0:48:00,08/11/2022,08/11/2022 0:48,0,23.58,50.32,954.63,0,0.14,0,0,0.02,0,0,215.57,0.17,0.12,9.02,0,0,8.57,0,0,4,0,0,0.95,0.95,0.95,49.95,0,32,44,54,2082,886,4,0,1,524,323,631,1,2,0,14.82,14.82,5.56,53.85,0,7.2,7.6,8.58,1018,5,0,0,-1,33.8,0.98,18.06972789,0.6,0,31.6,1.05,26.27728508,1.06,-1,30.1,0.98,30.69387755,0.73,-1,34,1.05,17.35891933,0.61
1.67E+12,0:49:00,08/11/2022,08/11/2022 0:49,0,23.5,50.4,954.59,0,0.14,0,0,0.02,0,0,215.58,0.17,0.12,9.03,0,0,8.58,0,0,4,0,0,0.95,0.95,0.95,49.95,0,32,47,60,2074,870,4,0,1,536,335,631,1,2,0,14.82,14.82,5.55,53.81,0,7.2,7.6,8.6,1018,5,0,0,-1,33.8,0.98,18.06972789,0.6,0,31.6,1.05,26.27728508,1.06,-1,30.1,0.98,30.69387755,0.73,-1,34,1.05,17.35891933,0.61
